ID,item,prompt,response,jrt,text,label
93803-study_3-4666,0,0,Test birds reactions to humans making bird noises,1.5212369,A creative experiment for testing bird's understanding of human speech is test birds reactions to humans making bird noises,0.2713057
58-study_1-2225,14,14,are people coming,1.1808436,A creative hypothesis for why stars disappear from the sky is are people coming,0.2105981
111-study_4-18429,7,7,is the forest decreasing its size,3.1966558,A creative research question for a jungle containing no human life is is the forest decreasing its size,0.57010907
94084-study_3-62,10,10,Does the environment of this part of the ocean support life,2.6328392,A creative research question for an unexplored part of the ocean floor is does the environment of this part of the ocean support life,0.46955496
94880-study_3-3191,14,14,You are looking outside under a tree and the tree is blocking the stars,3.6329079,A creative hypothesis for why stars disappear from the sky is you are looking outside under a tree and the tree is blocking the stars,0.6479127
92257-study_3-4928,6,6,I could test same variables with different animals to see what makes them laugh.,2.8060844,A creative experiment for testing if animals have a sense of humor is i could test same variables with different animals to see what makes them laugh.,0.50045246
90692-study_3-3256,2,2,Do animals perceive individuals differently,3.8138046,A creative hypothesis for why dogs like one friend and cats like another is do animals perceive individuals differently,0.68017477
27-study_1-983,6,6,by seeing what humor they are into by testing different kinds,2.5893493,A creative experiment for testing if animals have a sense of humor is by seeing what humor they are into by testing different kinds,0.46179873
151-study_1-5841,1,1,what is the benefit of communicating without speaking,2.7612844,A creative research question for a remote island with nonverbal communication is what is the benefit of communicating without speaking,0.49246258
91648-study_3-2470,13,13,the students are close in friends,2.1917717,A creative hypothesis for why students sing in hallways at a new school is the students are close in friends,0.39089257
55-study_4-16938,11,11,Is it safe to walk around on the planet?,2.3143444,A creative research question for a new planet outside of our galaxy is is it safe to walk around on the planet?,0.41275284
121-study_1-4680,12,12,could they become household items?,2.9327288,A creative research question for a robot that can learn and think like humans is could they become household items?,0.52303886
37-study_4-16443,7,7,What type of plants are in this jungle?,1.8775431,A creative research question for a jungle containing no human life is what type of plants are in this jungle?,0.33485132
121-study_1-4670,1,1,would they be able to teach others how to communicate their unspoken language?,3.1213825,A creative research question for a remote island with nonverbal communication is would they be able to teach others how to communicate their unspoken language?,0.55668443
93120-study_3-366,10,10,What is the ocean floor in this part composed of,2.6309536,A creative research question for an unexplored part of the ocean floor is what is the ocean floor in this part composed of,0.46921864
